feature_name,source_file,source_data,timestamp_available,safe_before_first_pitch,leakage_risk,explanation,recommended_fix
away_sp_season_starts_prior,src/features/build.py::join_gamelog_pitcher_features; src/features/build.py::build_gamelog_pitcher_prediction_features; src/data/pitching_gamelogs.py,data/raw/pitching_gamelogs final starter logs from prior starts,After each prior start is final; prediction path filters pitcher game_date < target_date.,yes,Safe,Starter gamelog rolling and season-to-date stats use shift(1) in training and prior starts only in prediction. Missing/unknown flags are based on pregame probable-pitcher availability and prior history.,Keep target-date filtering and add a cache freshness field recording latest gamelog date used per pitcher.
away_sp_recent_starts_l60d,src/features/build.py::join_gamelog_pitcher_features; src/features/build.py::build_gamelog_pitcher_prediction_features; src/data/pitching_gamelogs.py,data/raw/pitching_gamelogs final starter logs from prior starts,After each prior start is final; prediction path filters pitcher game_date < target_date.,yes,Safe,Starter gamelog rolling and season-to-date stats use shift(1) in training and prior starts only in prediction. Missing/unknown flags are based on pregame probable-pitcher availability and prior history.,Keep target-date filtering and add a cache freshness field recording latest gamelog date used per pitcher.
away_sp_short_history,src/features/build.py::join_gamelog_pitcher_features; src/features/build.py::build_gamelog_pitcher_prediction_features; src/data/pitching_gamelogs.py,data/raw/pitching_gamelogs final starter logs from prior starts,After each prior start is final; prediction path filters pitcher game_date < target_date.,yes,Safe,Starter gamelog rolling and season-to-date stats use shift(1) in training and prior starts only in prediction. Missing/unknown flags are based on pregame probable-pitcher availability and prior history.,Keep target-date filtering and add a cache freshness field recording latest gamelog date used per pitcher.
away_sp_unknown,src/features/build.py::join_gamelog_pitcher_features; src/features/build.py::build_gamelog_pitcher_prediction_features; src/data/pitching_gamelogs.py,data/raw/pitching_gamelogs final starter logs from prior starts,After each prior start is final; prediction path filters pitcher game_date < target_date.,yes,Safe,Starter gamelog rolling and season-to-date stats use shift(1) in training and prior starts only in prediction. Missing/unknown flags are based on pregame probable-pitcher availability and prior history.,Keep target-date filtering and add a cache freshness field recording latest gamelog date used per pitcher.
pf_runs,src/features/build.py::_join_park_factors; src/data/park_factors.py,"Prior-year park factors, with processed-game fallback keyed by venue and season",Available after prior season is complete.,yes,Safe,"The join intentionally uses year Y-1 park factors for games in year Y, avoiding same-season park-factor leakage.",Persist the factor season in the feature matrix so audits can prove Y-1 was used.
pf_hr,src/features/build.py::_join_park_factors; src/data/park_factors.py,"Prior-year park factors, with processed-game fallback keyed by venue and season",Available after prior season is complete.,yes,Safe,"The join intentionally uses year Y-1 park factors for games in year Y, avoiding same-season park-factor leakage.",Persist the factor season in the feature matrix so audits can prove Y-1 was used.
home_runs_per_game_std,src/features/team.py::season_to_date; src/features/team.py::home_away_split; src/features/build.py::_team_snapshot,data/processed/games final scores for prior same-season team games,After prior games are final; prediction path filters game_date < target_date.,yes,Safe,Season-to-date team rates use shift(1) in training and prior same-season games in prediction. The target game's final score is excluded.,Add a freshness check proving processed games do not include same-day target games unless timestamped before first pitch.
home_ra_per_game_std,src/features/team.py::season_to_date; src/features/team.py::home_away_split; src/features/build.py::_team_snapshot,data/processed/games final scores for prior same-season team games,After prior games are final; prediction path filters game_date < target_date.,yes,Safe,Season-to-date team rates use shift(1) in training and prior same-season games in prediction. The target game's final score is excluded.,Add a freshness check proving processed games do not include same-day target games unless timestamped before first pitch.
away_runs_per_game_std,src/features/team.py::season_to_date; src/features/team.py::home_away_split; src/features/build.py::_team_snapshot,data/processed/games final scores for prior same-season team games,After prior games are final; prediction path filters game_date < target_date.,yes,Safe,Season-to-date team rates use shift(1) in training and prior same-season games in prediction. The target game's final score is excluded.,Add a freshness check proving processed games do not include same-day target games unless timestamped before first pitch.
away_ra_per_game_std,src/features/team.py::season_to_date; src/features/team.py::home_away_split; src/features/build.py::_team_snapshot,data/processed/games final scores for prior same-season team games,After prior games are final; prediction path filters game_date < target_date.,yes,Safe,Season-to-date team rates use shift(1) in training and prior same-season games in prediction. The target game's final score is excluded.,Add a freshness check proving processed games do not include same-day target games unless timestamped before first pitch.
home_win_pct_home_std,src/features/team.py::season_to_date; src/features/team.py::home_away_split; src/features/build.py::_team_snapshot,data/processed/games final scores for prior same-season team games,After prior games are final; prediction path filters game_date < target_date.,yes,Safe,Season-to-date team rates use shift(1) in training and prior same-season games in prediction. The target game's final score is excluded.,Add a freshness check proving processed games do not include same-day target games unless timestamped before first pitch.
away_win_pct_away_std,src/features/team.py::season_to_date; src/features/team.py::home_away_split; src/features/build.py::_team_snapshot,data/processed/games final scores for prior same-season team games,After prior games are final; prediction path filters game_date < target_date.,yes,Safe,Season-to-date team rates use shift(1) in training and prior same-season games in prediction. The target game's final score is excluded.,Add a freshness check proving processed games do not include same-day target games unless timestamped before first pitch.
home_sp_xwoba_against_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
home_sp_whiff_rate_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
home_sp_barrel_rate_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
home_sp_xwoba_against_vs_L_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
home_sp_xwoba_against_vs_R_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
home_sp_whiff_rate_vs_L_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
home_sp_whiff_rate_vs_R_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
away_sp_xwoba_against_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
away_sp_whiff_rate_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
away_sp_barrel_rate_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
away_sp_xwoba_against_vs_L_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
away_sp_xwoba_against_vs_R_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
away_sp_whiff_rate_vs_L_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
away_sp_whiff_rate_vs_R_l3,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
home_xwoba_off_l10,src/features/build.py::join_team_statcast_features; src/features/build.py::build_team_statcast_prediction_features,data/raw/statcast team batting contact quality from prior games,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,Team batting Statcast features are rolled with shift(1) for training and are prior-day only for live prediction.,Add per-feature source date diagnostics and consider timestamp-level handling for doubleheaders.
home_barrel_rate_off_l10,src/features/build.py::join_team_statcast_features; src/features/build.py::build_team_statcast_prediction_features,data/raw/statcast team batting contact quality from prior games,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,Team batting Statcast features are rolled with shift(1) for training and are prior-day only for live prediction.,Add per-feature source date diagnostics and consider timestamp-level handling for doubleheaders.
away_xwoba_off_l10,src/features/build.py::join_team_statcast_features; src/features/build.py::build_team_statcast_prediction_features,data/raw/statcast team batting contact quality from prior games,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,Team batting Statcast features are rolled with shift(1) for training and are prior-day only for live prediction.,Add per-feature source date diagnostics and consider timestamp-level handling for doubleheaders.
away_barrel_rate_off_l10,src/features/build.py::join_team_statcast_features; src/features/build.py::build_team_statcast_prediction_features,data/raw/statcast team batting contact quality from prior games,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,Team batting Statcast features are rolled with shift(1) for training and are prior-day only for live prediction.,Add per-feature source date diagnostics and consider timestamp-level handling for doubleheaders.
home_lineup_xwoba_vs_hand_L30,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
home_lineup_xwoba_weighted,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
home_lineup_xwoba_top5,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
home_lineup_barrel_rate_vs_hand_L30,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
home_lineup_barrel_rate_weighted,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
home_lineup_barrel_rate_top5,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
away_lineup_xwoba_vs_hand_L30,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
away_lineup_xwoba_weighted,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
away_lineup_xwoba_top5,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
away_lineup_barrel_rate_vs_hand_L30,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
away_lineup_barrel_rate_weighted,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
away_lineup_barrel_rate_top5,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
lineup_features_missing,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
home_lineup_xwoba_vs_sp,src/features/build.py::join_lineup_matchup_features; src/data/statcast.py::aggregate_game_lineups,Training derives effective lineups and starter handedness from same-game Statcast pitch data; BvP history is as-of filtered later.,Same-game Statcast data is available only during/after the game; not guaranteed before first pitch.,no,Definite leakage,"The training join derives actual lineups from plate appearances and starter handedness from same-game pitches. That uses information produced by the game being predicted, even though BvP history itself is as-of filtered.","Replace training source with pregame lineup snapshots and probable starter hand from schedule data, or remove these features until audited pregame snapshots exist."
away_lineup_xwoba_vs_sp,src/features/build.py::join_lineup_matchup_features; src/data/statcast.py::aggregate_game_lineups,Training derives effective lineups and starter handedness from same-game Statcast pitch data; BvP history is as-of filtered later.,Same-game Statcast data is available only during/after the game; not guaranteed before first pitch.,no,Definite leakage,"The training join derives actual lineups from plate appearances and starter handedness from same-game pitches. That uses information produced by the game being predicted, even though BvP history itself is as-of filtered.","Replace training source with pregame lineup snapshots and probable starter hand from schedule data, or remove these features until audited pregame snapshots exist."
home_bvp_xwoba,src/features/build.py::join_lineup_matchup_features; src/data/statcast.py::aggregate_game_lineups,Training derives effective lineups and starter handedness from same-game Statcast pitch data; BvP history is as-of filtered later.,Same-game Statcast data is available only during/after the game; not guaranteed before first pitch.,no,Definite leakage,"The training join derives actual lineups from plate appearances and starter handedness from same-game pitches. That uses information produced by the game being predicted, even though BvP history itself is as-of filtered.","Replace training source with pregame lineup snapshots and probable starter hand from schedule data, or remove these features until audited pregame snapshots exist."
away_bvp_xwoba,src/features/build.py::join_lineup_matchup_features; src/data/statcast.py::aggregate_game_lineups,Training derives effective lineups and starter handedness from same-game Statcast pitch data; BvP history is as-of filtered later.,Same-game Statcast data is available only during/after the game; not guaranteed before first pitch.,no,Definite leakage,"The training join derives actual lineups from plate appearances and starter handedness from same-game pitches. That uses information produced by the game being predicted, even though BvP history itself is as-of filtered.","Replace training source with pregame lineup snapshots and probable starter hand from schedule data, or remove these features until audited pregame snapshots exist."
home_bullpen_xwoba_against_l14,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_whiff_rate_l14,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_barrel_rate_l14,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_pitches_l3d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_games_l3d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_pitches_l1d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_games_l1d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_pitches_l2d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_games_l2d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_back_to_back_l2d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_bullpen_heavy_work_l2d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_xwoba_against_l14,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_whiff_rate_l14,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_barrel_rate_l14,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
